supplier_id,name,lead_time_mean,lead_time_std,defect_rate,late_shipments_rate,financial_score,risk_label_numeric
S2582,Supplier H,11.56,3.67,0.048,0.109,0.537,0.317
S2583,Supplier I,9.79,2.97,0.015,0.212,0.867,0.228
S2584,Supplier J,14.89,4.36,0.082,0.108,0.978,0.232
S2585,Supplier K,14.39,3.66,0.038,0.21,0.594,0.364
S2586,Supplier L,7.5,2.18,0.116,0.097,0.813,0.216
S2587,Supplier M,4.72,1.96,0.1,0.121,0.555,0.269
S2588,Supplier N,9.19,3.82,0.139,0.162,0.957,0.225
S2589,Supplier O,6.8,3.4,0.12,0.036,0.804,0.189
S2590,Supplier P,9.75,3.17,0.035,0.238,0.882,0.242
S2591,Supplier Q,14.95,2.15,0.122,0.152,0.43,0.43
S2592,Supplier R,8.17,3.61,0.1,0.137,0.759,0.249
S2593,Supplier S,9.83,2.24,0.104,0.213,0.717,0.31
S2594,Supplier T,10.23,2.9,0.127,0.219,0.576,0.368
S2595,Supplier U,13.39,4.45,0.09,0.14,0.557,0.359
S2596,Supplier V,2.0,2.34,0.075,0.233,0.748,0.219
S2597,Supplier W,7.57,1.43,0.099,0.035,0.824,0.182
S2598,Supplier X,10.85,1.95,0.052,0.046,0.42,0.322
S2599,Supplier Y,14.8,3.99,0.036,0.157,0.74,0.303
S2600,Supplier Z,8.03,3.25,0.096,0.101,0.502,0.309
S2601,Supplier A,2.49,2.87,0.043,0.127,0.484,0.247
S2602,Supplier B,12.48,2.49,0.021,0.095,0.774,0.239
S2603,Supplier C,7.46,3.49,0.01,0.113,0.587,0.248
S2604,Supplier D,5.24,2.15,0.095,0.209,0.665,0.275
S2605,Supplier E,7.5,3.31,0.061,0.156,0.616,0.277
S2606,Supplier F,9.26,2.27,0.115,0.249,0.789,0.302
S2607,Supplier G,7.58,2.1,0.063,0.201,0.682,0.277
S2608,Supplier H,2.0,2.36,0.078,0.083,0.978,0.091
S2609,Supplier I,13.59,2.62,0.067,0.081,0.611,0.312
S2610,Supplier J,15.1,2.95,0.101,0.097,0.844,0.277
S2611,Supplier K,12.61,3.24,0.06,0.214,0.554,0.369
S2612,Supplier L,5.45,0.5,0.145,0.026,0.705,0.211
S2613,Supplier M,9.19,2.19,0.141,0.073,0.732,0.258
S2614,Supplier N,9.97,2.61,0.129,0.228,0.597,0.363
S2615,Supplier O,12.4,4.51,0.139,0.167,0.683,0.341
S2616,Supplier P,12.67,1.92,0.073,0.072,0.568,0.314
S2617,Supplier Q,7.06,3.16,0.085,0.07,0.404,0.312
S2618,Supplier R,10.33,4.5,0.114,0.218,0.529,0.377
S2619,Supplier S,11.83,1.69,0.107,0.226,0.82,0.305
S2620,Supplier T,15.82,3.39,0.135,0.079,0.863,0.285
S2621,Supplier U,12.82,2.2,0.11,0.117,0.568,0.349
S2622,Supplier V,13.16,2.5,0.15,0.212,0.645,0.383
S2623,Supplier W,10.34,2.2,0.059,0.197,0.422,0.379
S2624,Supplier X,15.64,2.27,0.127,0.207,0.542,0.427
S2625,Supplier Y,11.64,5.72,0.108,0.139,0.868,0.255
S2626,Supplier Z,6.56,3.84,0.107,0.23,0.764,0.271
S2627,Supplier A,15.61,4.1,0.056,0.095,0.523,0.359
S2628,Supplier B,12.79,3.49,0.12,0.056,0.554,0.332
S2629,Supplier C,8.23,1.39,0.136,0.183,0.89,0.243
S2630,Supplier D,8.08,3.39,0.041,0.144,0.525,0.297
S2631,Supplier E,11.19,4.07,0.098,0.217,0.6,0.357
S2632,Supplier F,11.85,2.15,0.065,0.039,0.799,0.22
S2633,Supplier G,10.79,3.97,0.149,0.214,0.737,0.332
S2634,Supplier H,11.25,3.7,0.077,0.087,0.677,0.275
S2635,Supplier I,16.8,4.85,0.042,0.171,0.94,0.271
S2636,Supplier J,14.29,2.58,0.063,0.029,0.532,0.32
S2637,Supplier K,10.76,1.9,0.102,0.16,0.845,0.259
S2638,Supplier L,13.77,2.64,0.021,0.185,0.495,0.371
S2639,Supplier M,5.87,4.44,0.095,0.105,0.769,0.208
S2640,Supplier N,11.59,1.17,0.14,0.07,0.922,0.223
S2641,Supplier O,17.24,0.93,0.129,0.144,0.675,0.379
S2642,Supplier P,9.13,3.09,0.019,0.212,0.835,0.233
S2643,Supplier Q,6.61,2.56,0.149,0.094,0.892,0.196
S2644,Supplier R,7.39,3.01,0.108,0.078,0.482,0.304
S2645,Supplier S,5.64,3.95,0.033,0.084,0.823,0.156
S2646,Supplier T,6.86,2.45,0.012,0.238,0.952,0.183
S2647,Supplier U,8.52,1.13,0.034,0.103,0.746,0.216
S2648,Supplier V,4.38,5.04,0.127,0.021,0.512,0.25
S2649,Supplier W,10.06,2.0,0.013,0.2,0.476,0.343
S2650,Supplier X,13.61,1.94,0.043,0.181,0.556,0.359
S2651,Supplier Y,6.37,4.1,0.116,0.05,0.462,0.291
S2652,Supplier Z,16.08,2.62,0.092,0.247,0.708,0.384
S2653,Supplier A,12.04,2.94,0.12,0.16,0.442,0.4
S2654,Supplier B,14.12,3.48,0.114,0.135,0.534,0.381
S2655,Supplier C,7.37,4.08,0.017,0.108,0.664,0.225
S2656,Supplier D,13.42,2.67,0.135,0.227,0.684,0.374
S2657,Supplier E,5.63,4.52,0.042,0.076,0.739,0.182
S2658,Supplier F,13.56,0.86,0.087,0.086,0.823,0.258
S2659,Supplier G,10.69,3.76,0.1,0.048,0.428,0.338
S2660,Supplier H,12.21,2.16,0.034,0.195,0.448,0.379
S2661,Supplier I,5.3,4.37,0.147,0.157,0.437,0.343
S2662,Supplier J,6.42,3.14,0.078,0.16,0.654,0.263
S2663,Supplier K,12.39,2.33,0.018,0.07,0.425,0.332
S2664,Supplier L,6.21,3.66,0.141,0.17,0.848,0.232
S2665,Supplier M,11.85,3.89,0.092,0.196,0.534,0.374
S2666,Supplier N,4.53,3.64,0.108,0.102,0.964,0.14
S2667,Supplier O,13.39,1.97,0.084,0.204,0.692,0.342
S2668,Supplier P,5.07,2.52,0.127,0.1,0.668,0.241
S2669,Supplier Q,12.21,3.0,0.015,0.194,0.868,0.245
S2670,Supplier R,12.5,2.96,0.048,0.028,0.828,0.207
S2671,Supplier S,7.21,3.75,0.076,0.147,0.764,0.232
S2672,Supplier T,12.33,0.99,0.021,0.243,0.961,0.24
S2673,Supplier U,11.04,3.33,0.109,0.246,0.653,0.356
S2674,Supplier V,7.84,2.71,0.065,0.085,0.885,0.173
S2675,Supplier W,5.97,2.16,0.048,0.122,0.628,0.239
S2676,Supplier X,2.15,2.26,0.01,0.034,0.903,0.069
S2677,Supplier Y,11.4,2.79,0.111,0.221,0.556,0.38
S2678,Supplier Z,3.74,0.5,0.127,0.151,0.574,0.276
S2679,Supplier A,10.38,2.3,0.065,0.109,0.807,0.231
S2680,Supplier B,8.95,2.12,0.089,0.046,0.528,0.285
S2681,Supplier C,12.72,3.53,0.042,0.238,0.537,0.378
S2682,Supplier D,8.79,2.19,0.097,0.142,0.583,0.309
S2683,Supplier E,8.68,2.78,0.012,0.085,0.807,0.183
S2684,Supplier F,12.93,4.54,0.078,0.101,0.934,0.221
S2685,Supplier G,11.34,3.99,0.1,0.082,0.805,0.245
S2686,Supplier H,11.26,3.9,0.139,0.158,0.897,0.262
S2687,Supplier I,11.88,2.5,0.063,0.234,0.726,0.32
S2688,Supplier J,3.86,3.54,0.117,0.217,0.441,0.34
S2689,Supplier K,13.03,2.77,0.094,0.126,0.46,0.38
S2690,Supplier L,12.45,2.8,0.14,0.21,0.733,0.345
S2691,Supplier M,5.93,3.41,0.066,0.117,0.597,0.254
S2692,Supplier N,9.02,2.4,0.055,0.078,0.532,0.284
S2693,Supplier O,9.84,4.49,0.134,0.246,0.68,0.347
S2694,Supplier P,9.46,2.84,0.017,0.09,0.8,0.197
S2695,Supplier Q,11.34,3.62,0.029,0.094,0.631,0.273
S2696,Supplier R,15.73,4.46,0.022,0.248,0.882,0.3
S2697,Supplier S,14.33,4.03,0.128,0.051,0.843,0.262
S2698,Supplier T,4.75,1.59,0.011,0.195,0.841,0.178
S2699,Supplier U,12.49,3.44,0.131,0.235,0.991,0.274
S2700,Supplier V,15.32,3.85,0.073,0.138,0.577,0.364
S2701,Supplier W,11.55,3.89,0.011,0.021,0.787,0.192
S2702,Supplier X,14.36,1.89,0.066,0.106,0.913,0.239
S2703,Supplier Y,18.05,2.34,0.036,0.046,0.748,0.289
S2704,Supplier Z,14.09,3.99,0.097,0.116,0.874,0.264
S2705,Supplier A,11.0,2.24,0.105,0.202,0.649,0.338
S2706,Supplier B,14.18,2.7,0.078,0.121,0.754,0.295
S2707,Supplier C,10.58,4.58,0.016,0.119,0.433,0.33
S2708,Supplier D,10.1,2.95,0.102,0.148,0.991,0.203
S2709,Supplier E,8.59,2.27,0.128,0.154,0.88,0.235
S2710,Supplier F,16.25,2.12,0.111,0.217,0.921,0.317
S2711,Supplier G,6.73,3.33,0.126,0.091,0.817,0.209
S2712,Supplier H,16.13,1.67,0.038,0.209,0.512,0.407
S2713,Supplier I,12.0,2.75,0.134,0.15,0.419,0.408
S2714,Supplier J,4.4,3.33,0.055,0.089,0.919,0.126
S2715,Supplier K,11.47,4.3,0.012,0.088,0.638,0.263
S2716,Supplier L,2.0,3.67,0.128,0.103,0.558,0.245
S2717,Supplier M,12.5,2.29,0.142,0.163,0.737,0.326
S2718,Supplier N,13.54,4.18,0.102,0.073,0.653,0.31
S2719,Supplier O,7.63,2.7,0.042,0.232,0.791,0.249
S2720,Supplier P,10.49,1.76,0.045,0.152,0.69,0.277
S2721,Supplier Q,17.82,2.83,0.075,0.232,0.818,0.355
S2722,Supplier R,7.98,4.44,0.136,0.031,0.912,0.173
S2723,Supplier S,5.76,3.17,0.031,0.099,0.517,0.254
S2724,Supplier T,15.93,3.01,0.126,0.025,0.598,0.34
S2725,Supplier U,17.85,4.64,0.051,0.083,0.662,0.333
S2726,Supplier V,10.01,1.57,0.123,0.218,0.977,0.244
S2727,Supplier W,14.05,1.71,0.139,0.028,0.619,0.322
S2728,Supplier X,15.37,1.38,0.07,0.12,0.629,0.341
S2729,Supplier Y,7.03,3.37,0.061,0.047,0.792,0.176
S2730,Supplier Z,8.06,3.17,0.122,0.116,0.652,0.28
S2731,Supplier A,14.92,4.54,0.084,0.213,0.971,0.277
S2732,Supplier B,16.74,3.24,0.106,0.163,0.937,0.294
S2733,Supplier C,12.25,2.6,0.097,0.189,0.708,0.325
S2734,Supplier D,6.48,3.0,0.031,0.1,0.787,0.181
S2735,Supplier E,17.95,3.12,0.128,0.237,0.435,0.495
S2736,Supplier F,7.88,1.33,0.037,0.183,0.817,0.222
S2737,Supplier G,8.66,5.71,0.141,0.117,0.824,0.242
S2738,Supplier H,11.37,3.52,0.045,0.118,0.616,0.294
S2739,Supplier I,16.22,3.21,0.113,0.231,0.532,0.44
S2740,Supplier J,13.42,3.62,0.05,0.153,0.949,0.23
S2741,Supplier K,11.66,3.71,0.054,0.182,0.656,0.315
S2742,Supplier L,11.85,2.86,0.053,0.116,0.792,0.249
S2743,Supplier M,10.17,2.37,0.115,0.071,0.42,0.35
S2744,Supplier N,12.23,3.6,0.088,0.186,0.648,0.338
S2745,Supplier O,2.0,3.39,0.134,0.16,0.89,0.17
S2746,Supplier P,8.81,2.19,0.053,0.135,0.633,0.274
S2747,Supplier Q,10.97,4.42,0.107,0.164,0.762,0.289
S2748,Supplier R,5.4,3.29,0.115,0.068,0.526,0.27
S2749,Supplier S,11.55,3.73,0.031,0.203,0.65,0.314
S2750,Supplier T,9.18,4.39,0.066,0.238,0.957,0.227
S2751,Supplier U,17.02,3.02,0.078,0.225,0.74,0.369
S2752,Supplier V,16.29,3.32,0.06,0.094,0.941,0.242
S2753,Supplier W,8.14,3.81,0.055,0.113,0.941,0.166
S2754,Supplier X,9.4,2.28,0.106,0.206,0.966,0.229
S2755,Supplier Y,9.7,3.05,0.04,0.157,0.937,0.195
S2756,Supplier Z,8.19,3.13,0.109,0.146,0.402,0.363
S2757,Supplier A,10.78,2.04,0.141,0.233,0.96,0.269
S2758,Supplier B,6.97,5.32,0.089,0.143,0.482,0.318
S2759,Supplier C,5.48,1.59,0.096,0.138,0.424,0.321
S2760,Supplier D,12.49,1.7,0.02,0.03,0.433,0.315
S2761,Supplier E,12.52,4.31,0.131,0.036,0.609,0.309
S2762,Supplier F,6.78,3.71,0.05,0.022,0.772,0.165
S2763,Supplier G,13.58,1.97,0.096,0.23,0.641,0.374
S2764,Supplier H,7.47,3.61,0.147,0.114,0.415,0.355
S2765,Supplier I,11.01,4.47,0.093,0.128,0.686,0.293
S2766,Supplier J,13.28,2.97,0.111,0.214,0.665,0.364
S2767,Supplier K,9.87,5.6,0.072,0.16,0.854,0.235
S2768,Supplier L,11.82,1.28,0.018,0.16,0.568,0.319
S2769,Supplier M,7.93,3.69,0.122,0.088,0.531,0.304
S2770,Supplier N,9.21,4.17,0.015,0.212,0.554,0.317
S2771,Supplier O,9.18,3.89,0.108,0.058,0.582,0.284
S2772,Supplier P,7.01,2.8,0.013,0.032,0.759,0.16
S2773,Supplier Q,9.29,2.71,0.131,0.064,0.683,0.266
S2774,Supplier R,3.81,3.44,0.032,0.082,0.602,0.203
S2775,Supplier S,8.04,3.82,0.082,0.085,0.625,0.26
S2776,Supplier T,8.86,3.6,0.094,0.174,0.623,0.309
S2777,Supplier U,8.98,4.04,0.074,0.07,0.983,0.152
S2778,Supplier V,9.03,1.98,0.058,0.176,0.54,0.322
S2779,Supplier W,9.75,2.77,0.075,0.041,0.891,0.177
S2780,Supplier X,11.92,2.06,0.054,0.054,0.825,0.215
S2781,Supplier Y,13.5,2.61,0.071,0.137,0.403,0.397
S2782,Supplier Z,7.4,4.02,0.06,0.232,0.996,0.192
S2783,Supplier A,5.19,3.11,0.089,0.218,0.854,0.219
S2784,Supplier B,5.83,5.61,0.043,0.243,0.809,0.23
S2785,Supplier C,8.05,3.19,0.148,0.17,0.643,0.315
S2786,Supplier D,8.59,3.06,0.08,0.175,0.733,0.268
S2787,Supplier E,6.92,3.11,0.037,0.164,0.552,0.284
S2788,Supplier F,4.82,2.36,0.077,0.163,0.421,0.318
S2789,Supplier G,8.18,2.94,0.131,0.054,0.902,0.185
S2790,Supplier H,10.73,4.13,0.013,0.145,0.938,0.189
S2791,Supplier I,12.38,3.11,0.105,0.109,0.497,0.36
S2792,Supplier J,7.77,2.21,0.087,0.122,0.872,0.199
S2793,Supplier K,8.35,2.07,0.034,0.14,0.845,0.2
S2794,Supplier L,6.29,2.55,0.124,0.05,0.507,0.28
S2795,Supplier M,9.87,3.07,0.062,0.103,0.653,0.269
S2796,Supplier N,6.61,4.19,0.051,0.035,0.654,0.204
S2797,Supplier O,12.29,1.66,0.126,0.245,0.856,0.315
S2798,Supplier P,2.86,2.68,0.099,0.047,0.903,0.116
S2799,Supplier Q,8.56,3.14,0.136,0.079,0.457,0.335
S2800,Supplier R,11.2,1.17,0.098,0.225,0.738,0.32
S2801,Supplier S,10.74,2.17,0.114,0.131,0.857,0.248
S2802,Supplier T,20.77,2.32,0.127,0.051,0.872,0.318
S2803,Supplier U,11.4,2.2,0.018,0.108,0.489,0.318
S2804,Supplier V,5.98,3.19,0.119,0.047,0.715,0.211
S2805,Supplier W,9.62,2.84,0.096,0.066,0.915,0.187
S2806,Supplier X,2.9,2.44,0.02,0.032,0.591,0.172
S2807,Supplier Y,9.68,3.43,0.081,0.121,0.655,0.281
S2808,Supplier Z,6.67,4.72,0.022,0.206,0.883,0.193
S2809,Supplier A,13.66,4.64,0.113,0.155,0.454,0.408
S2810,Supplier B,7.8,1.08,0.087,0.159,0.916,0.202
S2811,Supplier C,9.53,3.58,0.144,0.066,0.587,0.303
S2812,Supplier D,7.46,2.82,0.036,0.099,0.401,0.308
S2813,Supplier E,16.96,3.16,0.095,0.214,0.54,0.431
S2814,Supplier F,8.72,2.6,0.04,0.04,0.454,0.283
S2815,Supplier G,17.33,3.12,0.096,0.217,0.455,0.462
S2816,Supplier H,13.26,3.15,0.111,0.131,0.816,0.285
S2817,Supplier I,11.93,2.42,0.111,0.213,0.528,0.39
S2818,Supplier J,11.47,2.1,0.124,0.093,0.961,0.213
S2819,Supplier K,11.58,2.55,0.129,0.098,0.71,0.294
S2820,Supplier L,2.29,3.23,0.021,0.193,0.676,0.206
S2821,Supplier M,8.88,3.6,0.058,0.201,0.661,0.294
S2822,Supplier N,13.38,3.85,0.106,0.073,0.816,0.261
S2823,Supplier O,9.8,2.51,0.08,0.244,0.671,0.326
S2824,Supplier P,4.38,3.28,0.037,0.039,0.477,0.231
S2825,Supplier Q,9.79,3.96,0.087,0.036,0.928,0.169
S2826,Supplier R,16.82,4.17,0.067,0.157,0.657,0.361
S2827,Supplier S,14.99,2.94,0.065,0.186,0.444,0.417
S2828,Supplier T,9.75,2.78,0.123,0.241,0.718,0.328
S2829,Supplier U,13.81,3.19,0.067,0.113,0.788,0.274
S2830,Supplier V,8.53,1.85,0.014,0.026,0.565,0.232
S2831,Supplier W,3.18,2.81,0.018,0.159,0.88,0.139
S2832,Supplier X,6.3,3.74,0.13,0.087,0.802,0.209
S2833,Supplier Y,16.25,3.64,0.144,0.12,0.79,0.331
S2834,Supplier Z,8.9,2.73,0.106,0.132,0.652,0.289
S2835,Supplier A,9.03,3.22,0.061,0.035,0.977,0.135
S2836,Supplier B,8.8,2.18,0.141,0.132,0.565,0.328
S2837,Supplier C,17.62,3.7,0.103,0.118,0.747,0.341
S2838,Supplier D,16.5,2.92,0.128,0.184,0.585,0.414
S2839,Supplier E,18.88,2.72,0.117,0.169,0.847,0.349
S2840,Supplier F,9.36,2.64,0.063,0.063,0.429,0.315
S2841,Supplier G,11.18,2.94,0.077,0.067,0.428,0.341
S2842,Supplier H,3.93,2.55,0.036,0.078,0.887,0.119
S2843,Supplier I,15.91,3.66,0.051,0.061,0.661,0.306
S2844,Supplier J,5.33,2.6,0.119,0.171,0.605,0.288
S2845,Supplier K,10.87,4.59,0.135,0.249,0.765,0.333
S2846,Supplier L,5.61,4.47,0.111,0.17,0.821,0.222
S2847,Supplier M,7.64,2.11,0.075,0.16,0.521,0.314
S2848,Supplier N,6.65,3.07,0.022,0.114,0.511,0.268
S2849,Supplier O,7.57,2.35,0.018,0.092,0.975,0.127
S2850,Supplier P,7.84,2.67,0.062,0.23,0.754,0.269
S2851,Supplier Q,7.81,5.0,0.075,0.243,0.634,0.315
S2852,Supplier R,13.33,2.69,0.095,0.134,0.881,0.261
S2853,Supplier S,5.58,3.36,0.011,0.087,0.715,0.18
S2854,Supplier T,10.88,3.54,0.149,0.197,0.545,0.384
S2855,Supplier U,14.87,2.0,0.061,0.05,0.524,0.336
S2856,Supplier V,7.95,2.14,0.129,0.196,0.638,0.318
S2857,Supplier W,7.13,1.79,0.085,0.208,0.916,0.214
S2858,Supplier X,9.08,2.11,0.028,0.049,0.437,0.291
S2859,Supplier Y,14.72,0.5,0.122,0.245,0.531,0.434
S2860,Supplier Z,10.78,3.54,0.109,0.247,0.936,0.269
S2861,Supplier A,7.88,5.05,0.084,0.235,0.473,0.365
S2862,Supplier B,11.94,3.15,0.082,0.134,0.778,0.272
S2863,Supplier C,5.59,1.58,0.022,0.077,0.528,0.237
S2864,Supplier D,12.73,2.36,0.102,0.154,0.764,0.3
S2865,Supplier E,11.63,2.54,0.138,0.117,0.63,0.329
S2866,Supplier F,8.77,1.98,0.023,0.067,0.461,0.286
S2867,Supplier G,6.65,3.86,0.047,0.117,0.749,0.207
S2868,Supplier H,6.45,3.81,0.136,0.173,0.81,0.245
S2869,Supplier I,12.14,1.84,0.05,0.036,0.808,0.213
S2870,Supplier J,14.92,3.73,0.102,0.097,0.782,0.294
S2871,Supplier K,7.45,4.53,0.085,0.024,0.7,0.208
S2872,Supplier L,11.83,4.9,0.093,0.192,0.712,0.319
S2873,Supplier M,2.0,5.87,0.068,0.167,0.781,0.18
S2874,Supplier N,7.66,2.1,0.052,0.034,0.814,0.167
S2875,Supplier O,9.88,5.82,0.017,0.242,0.793,0.264
S2876,Supplier P,6.36,2.65,0.114,0.025,0.752,0.194
S2877,Supplier Q,6.25,2.41,0.114,0.156,0.494,0.323
S2878,Supplier R,7.33,3.33,0.104,0.199,0.526,0.336
S2879,Supplier S,11.17,2.42,0.1,0.201,0.556,0.365
S2880,Supplier T,9.25,3.4,0.044,0.028,0.952,0.136
S2881,Supplier U,2.0,1.68,0.013,0.228,0.856,0.16
S2882,Supplier V,2.0,2.76,0.123,0.231,0.732,0.242
S2883,Supplier W,7.57,4.29,0.079,0.149,0.551,0.302
S2884,Supplier X,11.83,2.94,0.053,0.131,0.467,0.352
S2885,Supplier Y,2.0,3.14,0.024,0.03,0.939,0.06
S2886,Supplier Z,8.0,3.48,0.019,0.149,0.936,0.167
S2887,Supplier A,7.9,4.17,0.059,0.114,0.466,0.308
S2888,Supplier B,15.55,1.34,0.123,0.198,0.878,0.32
S2889,Supplier C,8.46,3.58,0.139,0.113,0.668,0.285
S2890,Supplier D,11.53,2.73,0.136,0.177,0.594,0.362
S2891,Supplier E,10.57,3.17,0.139,0.043,0.843,0.225
S2892,Supplier F,2.0,4.06,0.137,0.051,0.769,0.164
S2893,Supplier G,13.07,1.81,0.084,0.052,0.868,0.225
S2894,Supplier H,10.86,1.99,0.041,0.03,0.445,0.304
S2895,Supplier I,12.03,1.06,0.122,0.145,0.591,0.349
S2896,Supplier J,25.7,2.45,0.04,0.203,0.592,0.477
S2897,Supplier K,2.0,4.33,0.047,0.16,0.598,0.224
S2898,Supplier L,16.9,2.88,0.043,0.152,0.701,0.336
S2899,Supplier M,8.85,1.66,0.082,0.177,0.57,0.321
S2900,Supplier N,11.15,2.51,0.055,0.098,0.667,0.273
S2901,Supplier O,9.82,1.51,0.032,0.103,0.621,0.266
S2902,Supplier P,8.3,1.87,0.073,0.092,0.841,0.197
S2903,Supplier Q,7.72,3.39,0.132,0.184,0.762,0.275
S2904,Supplier R,11.32,1.83,0.09,0.057,0.792,0.234
S2905,Supplier S,3.93,4.11,0.133,0.023,0.526,0.244
S2906,Supplier T,13.0,2.93,0.037,0.157,0.595,0.329
S2907,Supplier U,8.34,3.09,0.033,0.237,0.413,0.368
S2908,Supplier V,5.48,2.72,0.091,0.16,0.465,0.316
S2909,Supplier W,8.2,3.77,0.075,0.2,0.559,0.324
S2910,Supplier X,15.03,3.78,0.102,0.175,0.439,0.429
S2911,Supplier Y,7.86,3.34,0.121,0.134,0.762,0.252
S2912,Supplier Z,11.43,3.56,0.115,0.185,0.999,0.235
S2913,Supplier A,7.08,2.79,0.142,0.21,0.46,0.373
S2914,Supplier B,13.03,3.54,0.066,0.072,0.893,0.217
S2915,Supplier C,12.74,2.66,0.039,0.097,0.471,0.341
S2916,Supplier D,17.39,3.0,0.087,0.071,0.802,0.297
S2917,Supplier E,9.3,2.73,0.026,0.124,0.786,0.217
S2918,Supplier F,12.67,2.54,0.05,0.224,0.942,0.254
S2919,Supplier G,10.39,2.31,0.039,0.099,0.468,0.319
S2920,Supplier H,15.18,3.47,0.066,0.106,0.589,0.344
S2921,Supplier I,7.12,4.31,0.026,0.218,0.454,0.332
S2922,Supplier J,12.98,4.17,0.014,0.139,0.644,0.298
S2923,Supplier K,9.22,1.74,0.102,0.143,0.947,0.206
S2924,Supplier L,9.74,4.29,0.095,0.218,0.869,0.262
S2925,Supplier M,10.37,2.68,0.109,0.133,0.834,0.25
S2926,Supplier N,11.01,3.6,0.102,0.177,0.72,0.306
S2927,Supplier O,9.54,2.09,0.026,0.04,0.93,0.143
S2928,Supplier P,10.86,3.14,0.051,0.061,0.67,0.252
S2929,Supplier Q,16.31,3.31,0.028,0.113,0.49,0.373
S2930,Supplier R,13.94,1.52,0.128,0.134,0.903,0.273
S2931,Supplier S,13.48,3.61,0.115,0.242,0.568,0.407
S2932,Supplier T,8.18,4.35,0.038,0.243,0.432,0.365
S2933,Supplier U,6.44,2.83,0.058,0.216,0.476,0.331
S2934,Supplier V,13.82,4.36,0.145,0.093,0.765,0.304
S2935,Supplier W,13.5,2.81,0.093,0.242,0.764,0.34
S2936,Supplier X,15.89,3.85,0.122,0.179,0.556,0.412
S2937,Supplier Y,7.58,0.78,0.047,0.11,0.836,0.188
S2938,Supplier Z,9.08,5.42,0.039,0.181,0.864,0.22
S2939,Supplier A,3.44,4.5,0.12,0.024,0.952,0.106
S2940,Supplier B,8.43,2.72,0.106,0.054,0.751,0.223
S2941,Supplier C,13.99,1.03,0.105,0.211,0.868,0.306
S2942,Supplier D,8.13,3.29,0.087,0.168,0.852,0.228
S2943,Supplier E,12.56,1.56,0.089,0.104,0.555,0.336
S2944,Supplier F,9.24,3.44,0.113,0.135,0.586,0.316
S2945,Supplier G,11.3,3.41,0.048,0.228,0.687,0.317
S2946,Supplier H,5.41,2.06,0.059,0.165,0.411,0.321
S2947,Supplier I,10.34,4.12,0.132,0.112,0.578,0.327
S2948,Supplier J,2.0,3.81,0.053,0.048,0.684,0.155
S2949,Supplier K,9.25,3.98,0.086,0.088,0.465,0.323
S2950,Supplier L,3.48,3.01,0.108,0.245,0.476,0.333
S2951,Supplier M,14.82,1.58,0.15,0.121,0.678,0.353
S2952,Supplier N,13.11,3.98,0.071,0.129,0.839,0.259
S2953,Supplier O,11.87,2.73,0.07,0.135,0.9,0.23
S2954,Supplier P,16.08,1.61,0.128,0.223,0.728,0.383
S2955,Supplier Q,6.2,4.35,0.123,0.159,0.685,0.269
S2956,Supplier R,16.99,5.1,0.112,0.18,0.631,0.397
S2957,Supplier S,13.73,2.96,0.075,0.11,0.516,0.356
S2958,Supplier T,9.05,5.16,0.055,0.027,0.488,0.277
S2959,Supplier U,14.54,3.09,0.095,0.234,0.875,0.315
S2960,Supplier V,5.57,2.62,0.133,0.238,0.679,0.3
S2961,Supplier W,6.7,2.37,0.134,0.238,0.874,0.254
S2962,Supplier X,7.57,4.64,0.025,0.237,0.822,0.234
S2963,Supplier Y,7.88,2.22,0.07,0.208,0.516,0.335
S2964,Supplier Z,5.77,3.74,0.075,0.177,0.706,0.247
S2965,Supplier A,14.89,2.44,0.147,0.214,0.666,0.393
S2966,Supplier B,8.96,2.54,0.105,0.158,0.654,0.299
S2967,Supplier C,11.41,4.03,0.067,0.051,0.726,0.244
S2968,Supplier D,7.72,2.62,0.014,0.11,0.989,0.13
S2969,Supplier E,2.72,2.6,0.089,0.243,0.888,0.194
S2970,Supplier F,11.08,4.13,0.023,0.101,0.942,0.178
S2971,Supplier G,2.35,4.6,0.127,0.22,0.418,0.337
S2972,Supplier H,9.73,3.64,0.115,0.041,0.484,0.315
S2973,Supplier I,4.53,2.35,0.074,0.097,0.451,0.279
S2974,Supplier J,17.95,2.49,0.07,0.101,0.558,0.38
S2975,Supplier K,13.65,3.08,0.136,0.032,0.665,0.304
S2976,Supplier L,10.42,3.32,0.05,0.047,0.785,0.208
S2977,Supplier M,15.05,2.01,0.045,0.064,0.7,0.284
S2978,Supplier N,6.61,3.72,0.141,0.213,0.942,0.225
S2979,Supplier O,12.17,3.09,0.123,0.035,0.964,0.196
S2980,Supplier P,10.8,1.28,0.125,0.089,0.498,0.344
S2981,Supplier Q,11.06,2.07,0.037,0.022,0.912,0.161
S2982,Supplier R,15.09,2.5,0.03,0.18,0.689,0.328
S2983,Supplier S,12.93,2.93,0.014,0.163,0.672,0.298
S2984,Supplier T,11.15,4.89,0.043,0.168,0.871,0.235
S2985,Supplier U,3.38,3.24,0.118,0.106,0.456,0.287
S2986,Supplier V,6.16,2.16,0.044,0.068,0.929,0.127
S2987,Supplier W,9.51,3.22,0.112,0.186,0.803,0.273
S2988,Supplier X,10.37,2.65,0.045,0.207,0.925,0.227
S2989,Supplier Y,5.48,3.32,0.065,0.052,0.997,0.103
